WMO,Location,State,Country,Latitude,Longitude,Elevation,ClimateZone
703810,USA_AK_Juneau.Intl.AP.703810_TMY,AK,USA,58.35,-134.58,,7
703810,USA_AK_Juneau.Intl.AP.703810_TMY,AK,USA,58.35,-134.58,,7
703855,USA_AK_Kake.Seaplane.Base.703855_TMY3,AK,USA,56.97,-133.95,,6A
702590,USA_AK_Kenai.Muni.AP.702590_TMY3,AK,USA,60.58,-151.23,,7
703950,USA_AK_Ketchikan.Intl.AP.703950_TMY3,AK,USA,55.37,-131.72,,6A
703260,USA_AK_King.Salmon.703260_TMY2,AK,USA,58.68,-156.65,,7
703260,USA_AK_King.Salmon.703260_TMY2,AK,USA,58.68,-156.65,,7
703260,USA_AK_King.Salmon.703260_TMY2,AK,USA,58.68,-156.65,,7
703500,USA_AK_Kodiak.AP.703500_TMY,AK,USA,57.75,-152.5,,6A
703500,USA_AK_Kodiak.AP.703500_TMY,AK,USA,57.75,-152.5,,6A
703500,USA_AK_Kodiak.AP.703500_TMY,AK,USA,57.75,-152.5,,6A
701330,USA_AK_Kotzebue-Ralph.Wein.Mem.AP.701330_TMY3,AK,USA,66.88,-162.6,,8
701330,USA_AK_Kotzebue-Ralph.Wein.Mem.AP.701330_TMY3,AK,USA,66.88,-162.6,,8
702310,USA_AK_McGrath.AP.702310_TMY3,AK,USA,62.95,-155.6,,8
702310,USA_AK_McGrath.AP.702310_TMY3,AK,USA,62.95,-155.6,,8
702310,USA_AK_McGrath.AP.702310_TMY3,AK,USA,62.95,-155.6,,8
702185,USA_AK_Mekoryuk.702185_TMY3,AK,USA,60.37,-166.27,,7
703430,USA_AK_Middleton.Island.703430_TMY3,AK,USA,59.47,-146.32,,4C
702460,USA_AK_Minchumina.702460_TMY3,AK,USA,63.88,-152.28,,7
702600,USA_AK_Nenana.Muni.AP.702600_TMY3,AK,USA,64.55,-149.1,,7
702000,USA_AK_Nome.702000_TMY2,AK,USA,64.5,-165.43,,8
702000,USA_AK_Nome.702000_TMY2,AK,USA,64.5,-165.43,,8
702000,USA_AK_Nome.702000_TMY2,AK,USA,64.5,-165.43,,8
702910,USA_AK_Northway.AP.702910_TMY3,AK,USA,62.97,-141.93,,8
702740,USA_AK_Palmer.Muni.AP.702740_TMY3,AK,USA,61.6,-149.08,,6A
703860,USA_AK_Petersburg.703860_TMY3,AK,USA,56.8,-132.95,,6A
701043,USA_AK_Point.Hope.AWOS.701043_TMY3,AK,USA,68.35,-166.8,,8
703330,USA_AK_Port.Heiden.703330_TMY3,AK,USA,56.95,-158.62,,7
702005,USA_AK_Saint.Marys.AWOS.702005_TMY3,AK,USA,62.07,-163.3,,7
703165,USA_AK_Sand.Point.703165_TMY3,AK,USA,55.32,-160.52,,6A
702035,USA_AK_Savoonga.702035_TMY3,AK,USA,63.68,-170.5,,8
700197,USA_AK_Selawik.700197_TMY3,AK,USA,66.6,-160,,8
702770,USA_AK_Seward.702770_TMY3,AK,USA,60.12,-149.45,,6A
704140,USA_AK_Shemya.AFB.704140_TMY3,AK,USA,52.72,174.12,,7
701195,USA_AK_Shishmaref.AWOS.701195_TMY3,AK,USA,66.27,-166.05,,8
703710,USA_AK_Sitka-Japonski.Island.AP.703710_TMY3,AK,USA,57.05,-135.37,,6A
703620,USA_AK_Skagway.AP.703620_TMY3,AK,USA,59.47,-135.3,,6A
703407,USA_AK_Sleetmute.703407_TMY3,AK,USA,61.72,-157.15,,7
702595,USA_AK_Soldotna.702595_TMY3,AK,USA,60.47,-151.03,,7
703080,USA_AK_St.Paul.Island.703080_TMY2,AK,USA,57.15,-170.22,,7
703080,USA_AK_St.Paul.Island.703080_TMY2,AK,USA,57.15,-170.22,,7
702640,USA_AK_Summit.702640_TMY,AK,USA,63.33,-149.13,,8
702510,USA_AK_Talkeetna.State.AP.702510_TMY3,AK,USA,62.32,-150.1,,7
702510,USA_AK_Talkeetna.State.AP.702510_TMY3,AK,USA,62.32,-150.1,,7
701780,USA_AK_Tanana-Ralph.Calhoun.AP.701780_TMY3,AK,USA,65.17,-152.1,,8
703606,USA_AK_Togiak.Village.AWOS.703606_TMY3,AK,USA,59.05,-160.4,,7
702070,USA_AK_Unalakleet.Field.702070_TMY3,AK,USA,63.88,-160.8,,7
704890,USA_AK_Unalaska-Dutch.Harbor.Field.704890_TMY3,AK,USA,53.9,-166.55,,6A
702756,USA_AK_Valdez-Pioneer.Field.702756_TMY3,AK,USA,61.13,-146.27,,6A
702750,USA_AK_Valdez.702750_TMY3,AK,USA,61.13,-146.35,,7
702757,USA_AK_Whittier.702757_TMY3,AK,USA,60.77,-148.68,,7
703870,USA_AK_Wrangell.703870_TMY3,AK,USA,56.48,-132.37,,6A
703610,USA_AK_Yakutat.703610_TMY2,AK,USA,59.52,-139.67,,7
703610,USA_AK_Yakutat.703610_TMY2,AK,USA,59.52,-139.67,,7
703610,USA_AK_Yakutat.703610_TMY2,AK,USA,59.52,-139.67,,7
722287,USA_AL_Anniston.Metro.AP.722287_TMY3,AL,USA,33.58,-85.85,,3A
722284,USA_AL_Auburn-Opelika.AP.722284_TMY3,AL,USA,32.62,-85.43,,3A
722280,USA_AL_Birmingham.722280_TMY2,AL,USA,33.57,-86.75,,3A
722280,USA_AL_Birmingham.722280_TMY2,AL,USA,33.57,-86.75,,3A
722280,USA_AL_Birmingham.722280_TMY2,AL,USA,33.57,-86.75,,3A
722268,USA_AL_Dothan.Muni.AP.722268_TMY3,AL,USA,31.23,-85.43,,3A
722269,USA_AL_Fort.Rucker-Cairns.Field.722269_TMY3,AL,USA,31.27,-85.72,,3A
722285,USA_AL_Gadsen.Muni.AWOS.722285_TMY3,AL,USA,33.97,-86.08,,3A
723230,USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3,AL,USA,34.65,-86.78,,3A
723230,USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3,AL,USA,34.65,-86.78,,3A
722265,USA_AL_Maxwell.AFB.722265_TMY3,AL,USA,32.38,-86.35,,3A
722235,USA_AL_Mobile-Downtown.AP.722235_TMY3,AL,USA,30.63,-88.07,,2A
722230,USA_AL_Mobile.722230_TMY2,AL,USA,30.68,-88.25,,2A
722230,USA_AL_Mobile.722230_TMY2,AL,USA,30.68,-88.25,,2A
722230,USA_AL_Mobile.722230_TMY2,AL,USA,30.68,-88.25,,2A
722260,USA_AL_Montgomery-Dannelly.Field.722260_TMY3,AL,USA,32.3,-86.4,,3A
722260,USA_AL_Montgomery-Dannelly.Field.722260_TMY3,AL,USA,32.3,-86.4,,3A
722260,USA_AL_Montgomery-Dannelly.Field.722260_TMY3,AL,USA,32.3,-86.4,,3A
723235,USA_AL_Muscle.Shoals.Rgnl.AP.723235_TMY3,AL,USA,34.75,-87.6,,3A
722267,USA_AL_Troy.Air.Field.722267_TMY3,AL,USA,31.87,-86.02,,3A
722286,USA_AL_Tuscaloosa.Muni.AP.722286_TMY3,AL,USA,33.22,-87.62,,3A
723448,USA_AR_Batesville.AWOS.723448_TMY3,AR,USA,35.73,-91.65,,4C
723444,USA_AR_Bentonville.AWOS.723444_TMY3,AR,USA,36.35,-94.22,,4A
723419,USA_AR_El.Dorado-Goodwin.Field.723419_TMY3,AR,USA,33.22,-92.82,,3B
723445,USA_AR_Fayetteville-Drake.Field.723445_TMY3,AR,USA,36,-94.17,,3A
723447,USA_AR_Flippin.AWOS.723447_TMY3,AR,USA,36.3,-92.47,,3A
723440,USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3,AR,USA,35.33,-94.37,,3A
723440,USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3,AR,USA,35.33,-94.37,,3A
723440,USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3,AR,USA,35.33,-94.37,,3A
723446,USA_AR_Harrison.AP.723446_TMY3,AR,USA,36.27,-93.15,,4C
723415,USA_AR_Hot.Springs.Mem.AP.723415_TMY3,AR,USA,34.47,-93.1,,3A
723407,USA_AR_Jonesboro.Muni.AP.723407_TMY3,AR,USA,35.83,-90.65,,4C
723403,USA_AR_Little.Rock-Adams.Field.723403_TMY,AR,USA,34.92,-92.15,,3A
723403,USA_AR_Little.Rock-Adams.Field.723403_TMY,AR,USA,34.92,-92.15,,3A
723405,USA_AR_Little.Rock.723405_TMY2,AR,USA,34.73,-92.23,,3A
723405,USA_AR_Little.Rock.723405_TMY2,AR,USA,34.73,-92.23,,3A
723417,USA_AR_Pine.Bluff.AP.723417_TMY3,AR,USA,34.17,-91.93,,3A
723449,USA_AR_Rogers.AWOS.723449_TMY3,AR,USA,36.37,-94.1,,4C
723443,USA_AR_Siloam.Spring.AWOS.723443_TMY3,AR,USA,36.18,-94.48,,4C
723434,USA_AR_Springdale.Muni.AP.723434_TMY3,AR,USA,36.18,-94.12,,4A
723416,USA_AR_Stuttgart.AWOS.723416_TMY3,AR,USA,34.6,-91.57,,3A
723418,USA_AR_Texarkana-Webb.Field.723418_TMY3,AR,USA,33.45,-94,,3A
723406,USA_AR_Walnut.Ridge.AWOS.723406_TMY3,AR,USA,36.13,-90.92,,4C
722748,USA_AZ_Casa.Grande.AWOS.722748_TMY3,AZ,USA,32.95,-111.77,,2B
722745,USA_AZ_Davis-Monthan.AFB.722745_TMY3,AZ,USA,32.17,-110.88,,2B
722735,USA_AZ_Douglas-Bisbee.Douglas.Intl.AP.722735_TMY3,AZ,USA,31.47,-109.6,,3B
723755,USA_AZ_Flagstaff.723755_TMY2,AZ,USA,35.13,-111.67,,5B
723755,USA_AZ_Flagstaff.723755_TMY2,AZ,USA,35.13,-111.67,,5B
723783,USA_AZ_Grand.Canyon.National.Park.AP.723783_TMY3,AZ,USA,35.95,-112.15,,5B
723700,USA_AZ_Kingman.AWOS.723700_TMY3,AZ,USA,35.27,-113.95,,3B
722785,USA_AZ_Luke.AFB.722785_TMY3,AZ,USA,33.55,-112.37,,2B
723710,USA_AZ_Page.Muni.AWOS.723710_TMY3,AZ,USA,36.93,-111.45,,3B
722784,USA_AZ_Phoenix-Deer.Valley.AP.722784_TMY3,AZ,USA,33.68,-112.08,,2B
722780,USA_AZ_Phoenix.722780_TMY2,AZ,USA,33.43,-112.02,,2B
722780,USA_AZ_Phoenix.722780_TMY2,AZ,USA,33.43,-112.02,,2B
722780,USA_AZ_Phoenix.722780_TMY2,AZ,USA,33.43,-112.02,,2B
723723,USA_AZ_Prescott.723723_TMY2,AZ,USA,34.65,-112.43,,4B
723723,USA_AZ_Prescott.723723_TMY2,AZ,USA,34.65,-112.43,,4B
723723,USA_AZ_Prescott.723723_TMY2,AZ,USA,34.65,-112.43,,4B
722747,USA_AZ_Safford.AWOS.722747_TMY3,AZ,USA,32.82,-109.68,,2B
722789,USA_AZ_Scottsdale.Muni.AP.722789_TMY3,AZ,USA,33.62,-111.92,,2B
723747,USA_AZ_Show.Low.Muni.AP.723747_TMY3,AZ,USA,34.27,-110,,4B
722740,USA_AZ_Tucson.Intl.AP.722740_TMY,AZ,USA,32.12,-110.93,,2B
722740,USA_AZ_Tucson.Intl.AP.722740_TMY,AZ,USA,32.12,-110.93,,2B
722740,USA_AZ_Tucson.Intl.AP.722740_TMY,AZ,USA,32.12,-110.93,,2B
723740,USA_AZ_Winslow.Muni.AP.723740_TMY,AZ,USA,35.03,-110.71,,4B
723740,USA_AZ_Winslow.Muni.AP.723740_TMY,AZ,USA,35.03,-110.71,,4B
722800,USA_AZ_Yuma.Intl.AP.722800_TMY3,AZ,USA,32.67,-114.6,,1B
722800,USA_AZ_Yuma.Intl.AP.722800_TMY3,AZ,USA,32.67,-114.6,,1B
699604,USA_AZ_Yuma.MCAS.699604_TMY3,AZ,USA,32.65,-114.62,,1B
725958,USA_CA_Alturas.725958_TMY3,CA,USA,41.5,-120.53,,5B
725945,USA_CA_Arcata.AP.725945_TMY,CA,USA,40.98,-124.1,,4A
725945,USA_CA_Arcata.AP.725945_TMY,CA,USA,40.98,-124.1,,4A
725945,USA_CA_Arcata.AP.725945_TMY,CA,USA,40.98,-124.1,,4A
723840,USA_CA_Bakersfield-Meadows.Field.723840_TMY3,CA,USA,35.43,-119.05,,3B
723840,USA_CA_Bakersfield-Meadows.Field.723840_TMY3,CA,USA,35.43,-119.05,,3B
723840,USA_CA_Bakersfield-Meadows.Field.723840_TMY3,CA,USA,35.43,-119.05,,3B
723815,USA_CA_Barstow.Daggett.AP.723815_TMY3,CA,USA,34.85,-116.8,,2B
723815,USA_CA_Barstow.Daggett.AP.723815_TMY3,CA,USA,34.85,-116.8,,2B
723815,USA_CA_Barstow.Daggett.AP.723815_TMY3,CA,USA,34.85,-116.8,,2B
724837,USA_CA_Beale.AFB.724837_TMY3,CA,USA,39.13,-121.43,,3A
724800,USA_CA_Bishop.AP.724800_TMY3,CA,USA,37.37,-118.35,,4B
725845,USA_CA_Blue.Canyon.AP.725845_TMY3,CA,USA,39.3,-120.72,,4B
747188,USA_CA_Blythe-Riverside.County.AP.747188_TMY3,CA,USA,33.62,-114.72,,1B
722880,USA_CA_Burbank-Glendale-Passadena.Bob.Hope.AP.722880_TMY3,CA,USA,34.2,-118.35,,3A
723926,USA_CA_Camarillo.AWOS.723926_TMY3,CA,USA,34.22,-119.08,,3C
722926,USA_CA_Camp.Pendleton.MCAS.722926_TMY3,CA,USA,33.3,-117.35,,3C
722927,USA_CA_Carlsbad.722927_TMY3,CA,USA,33.13,-117.28,,3C
746120,USA_CA_China.Lake.NAF.746120_TMY3,CA,USA,35.68,-117.68,,3B
746120,USA_CA_China.Lake.NAF.746120_TMY3,CA,USA,35.68,-117.68,,3B
722899,USA_CA_Chino.AP.722899_TMY3,CA,USA,33.97,-117.63,,3A
722904,USA_CA_Chula.Vista-Brown.Field.Muni.AP.722904_TMY3,CA,USA,32.58,-116.98,,3C
724936,USA_CA_Concord-Buchanan.Field.724936_TMY3,CA,USA,38,-122.05,,3C
725946,USA_CA_Crescent.City-Jack.McNamara.Field.725946_TMY3,CA,USA,41.78,-124.23,,4A
723810,USA_CA_Edwards.AFB.723810_TMY3,CA,USA,34.9,-117.87,,3B
690140,USA_CA_El.Toro.MCAS.690140_TMY,CA,USA,33.66,-117.73,,3C
745160,USA_CA_Fairfield-Travis.AFB.745160_TMY3,CA,USA,38.27,-121.93,,3C
723890,USA_CA_Fresno.723890_TMY2,CA,USA,36.77,-119.72,,3A
723890,USA_CA_Fresno.723890_TMY2,CA,USA,36.77,-119.72,,3A
723890,USA_CA_Fresno.723890_TMY2,CA,USA,36.77,-119.72,,3A
722976,USA_CA_Fullerton.Muni.AP.722976_TMY3,CA,USA,33.87,-117.98,,3A
722956,USA_CA_Hawthorne-Jack.Northrop.Field.722956_TMY3,CA,USA,33.92,-118.33,,3C
724935,USA_CA_Hayward.Air.Terminal.724935_TMY3,CA,USA,37.67,-122.12,,3C
747185,USA_CA_Imperial.County.AP.747185_TMY3,CA,USA,32.83,-115.58,,2B
723816,USA_CA_Lancaster-Gen.Wm.Fox.Field.723816_TMY3,CA,USA,34.73,-118.22,,3B
747020,USA_CA_Lemoore.NAS.747020_TMY3,CA,USA,36.33,-119.95,,3A
724927,USA_CA_Livermore.Muni.AP.724927_TMY3,CA,USA,37.7,-121.82,,3C
722895,USA_CA_Lompoc.AWOS.722895_TMY3,CA,USA,34.67,-120.47,,3C
722970,USA_CA_Long.Beach.722970_TMY2,CA,USA,33.82,-118.15,,3A
722970,USA_CA_Long.Beach.722970_TMY2,CA,USA,33.82,-118.15,,3A
722970,USA_CA_Long.Beach.722970_TMY2,CA,USA,33.82,-118.15,,3A
722950,USA_CA_Los.Angeles.Intl.AP.722950_TMY,CA,USA,33.93,-118.4,,3C
722950,USA_CA_Los.Angeles.Intl.AP.722950_TMY,CA,USA,33.93,-118.4,,3C
722950,USA_CA_Los.Angeles.Intl.AP.722950_TMY,CA,USA,33.93,-118.4,,3C
722860,USA_CA_March.AFB.722860_TMY3,CA,USA,33.9,-117.25,,3B
724815,USA_CA_Merced-Macready.Field.724815_TMY3,CA,USA,37.28,-120.52,,3A
724926,USA_CA_Modesto.Muni.AP.724926_TMY3,CA,USA,37.63,-120.95,,3A
725955,USA_CA_Montague-Siskiyou.County.AP.725955_TMY3,CA,USA,41.78,-122.47,,4B
724915,USA_CA_Monterey.NAF.724915_TMY3,CA,USA,36.6,-121.87,,3C
725957,USA_CA_Mount.Shasta.725957_TMY,CA,USA,41.33,-122.33,,5C
745090,USA_CA_Mountain.View-Moffett.Field.NAS.745090_TMY3,CA,USA,37.4,-122.05,,3C
745090,USA_CA_Mountain.View-Moffett.Field.NAS.745090_TMY3,CA,USA,37.4,-122.05,,3C
724955,USA_CA_Napa.County.AP.724955_TMY3,CA,USA,38.22,-122.28,,3C
723805,USA_CA_Needles.AP.723805_TMY3,CA,USA,34.77,-114.62,,1B
724930,USA_CA_Oakland.Intl.AP.724930_TMY,CA,USA,37.71,-122.21,,3C
724930,USA_CA_Oakland.Intl.AP.724930_TMY,CA,USA,37.71,-122.21,,3C
723927,USA_CA_Oxnard.AP.723927_TMY3,CA,USA,34.2,-119.2,,3C
747187,USA_CA_Palm.Springs-Thermal.AP.747187_TMY3,CA,USA,33.63,-116.17,,2B
722868,USA_CA_Palm.Springs.Intl.AP.722868_TMY3,CA,USA,33.83,-116.5,,1B
723820,USA_CA_Palmdale.AP.723820_TMY3,CA,USA,34.63,-118.08,,3B
723965,USA_CA_Paso.Robles.Muni.AP.723965_TMY3,CA,USA,35.67,-120.63,,3C
723910,USA_CA_Point.Mugu.NAS.723910_TMY3,CA,USA,34.12,-119.12,,3C
723910,USA_CA_Point.Mugu.NAS.723910_TMY3,CA,USA,34.12,-119.12,,3C
723895,USA_CA_Porterville.AWOS.723895_TMY3,CA,USA,36.03,-119.07,,3A
725910,USA_CA_Red.Bluff.Muni.AP.725910_TMY,CA,USA,40.15,-122.25,,3B
725910,USA_CA_Red.Bluff.Muni.AP.725910_TMY,CA,USA,40.15,-122.25,,3B
725920,USA_CA_Redding.Muni.AP.725920_TMY3,CA,USA,40.52,-122.32,,3B
722869,USA_CA_Riverside.Muni.AP.722869_TMY3,CA,USA,33.95,-117.45,,3A
724835,USA_CA_Sacramento.724835_TMY2,CA,USA,38.52,-121.5,,3C
724830,USA_CA_Sacramento.Exec.AP.724830_TMY,CA,USA,38.55,-121.3,,3C
724830,USA_CA_Sacramento.Exec.AP.724830_TMY,CA,USA,38.55,-121.3,,3C
724839,USA_CA_Sacramento.Metro.AP.724839_TMY3,CA,USA,38.7,-121.58,,3C
724917,USA_CA_Salinas.Muni.AP.724917_TMY3,CA,USA,36.67,-121.6,,3C
722900,USA_CA_San.Diego.722900_TMY2,CA,USA,32.73,-117.17,,3A
722900,USA_CA_San.Diego.722900_TMY2,CA,USA,32.73,-117.17,,3A
722930,USA_CA_San.Diego-Miramar.NAS.722930_TMY3,CA,USA,32.87,-117.13,,3C
722903,USA_CA_San.Diego-Montgomery.Field.722903_TMY3,CA,USA,32.82,-117.13,,3C
722906,USA_CA_San.Diego-North.Island.NAS.722906_TMY3,CA,USA,32.7,-117.2,,3C
722900,USA_CA_San.Diego.722900_TMY2,CA,USA,32.73,-117.17,,3A
724940,USA_CA_San.Francisco.Intl.AP.724940_TMY3,CA,USA,37.62,-122.4,,3C
724940,USA_CA_San.Francisco.Intl.AP.724940_TMY3,CA,USA,37.62,-122.4,,3C
724940,USA_CA_San.Francisco.Intl.AP.724940_TMY3,CA,USA,37.62,-122.4,,3C
724945,USA_CA_San.Jose.Intl.AP.724945_TMY3,CA,USA,37.37,-121.93,,3C
722897,USA_CA_San.Luis.Obispo.AP.722897_TMY3,CA,USA,35.23,-120.63,,3C
723830,USA_CA_Sandberg.723830_TMY3,CA,USA,34.75,-118.72,,4B
722977,USA_CA_Santa.Ana-John.Wayne.AP.722977_TMY3,CA,USA,33.68,-117.87,,3A
723925,USA_CA_Santa.Barbara.Muni.AP.723925_TMY3,CA,USA,34.43,-119.85,,3C
723940,USA_CA_Santa.Maria.Public.AP.723940_TMY,CA,USA,34.9,-120.45,,3C
723940,USA_CA_Santa.Maria.Public.AP.723940_TMY,CA,USA,34.9,-120.45,,3C
723940,USA_CA_Santa.Maria.Public.AP.723940_TMY,CA,USA,34.9,-120.45,,3C
722885,USA_CA_Santa.Monica.Muni.AP.722885_TMY3,CA,USA,34.02,-118.45,,3C
724957,USA_CA_Santa.Rosa.AWOS.724957_TMY3,CA,USA,38.52,-122.82,,3C
725847,USA_CA_South.Lake.Tahoe-Lake.Tahoe.AP.725847_TMY3,CA,USA,38.9,-120,,6B
724920,USA_CA_Stockton.Metro.AP.724920_TMY3,CA,USA,37.9,-121.23,,3C
725846,USA_CA_Truckee.Tahoe.AP.725846_TMY3,CA,USA,39.32,-120.13,,6B
690150,USA_CA_Twentynine.Palms.690150_TMY3,CA,USA,34.3,-116.17,,2B
725905,USA_CA_Ukiah.Muni.AP.725905_TMY3,CA,USA,39.13,-123.2,,3C
722886,USA_CA_Van.Nuys.AP.722886_TMY3,CA,USA,34.22,-118.48,,3A
723896,USA_CA_Visalia.Muni.AWOS.723896_TMY3,CA,USA,36.32,-119.4,,3A
724838,USA_CA_Yuba.County.AP.724838_TMY3,CA,USA,39.1,-121.57,,3A
724698,USA_CO_Akron-Washington.County.AP.724698_TMY3,CO,USA,40.17,-103.23,,5B
724620,USA_CO_Alamosa.Muni.AP.724620_TMY3,CO,USA,37.43,-105.87,,6B
724620,USA_CO_Alamosa.Muni.AP.724620_TMY3,CO,USA,37.43,-105.87,,6B
724676,USA_CO_Aspen-Pitkin.County-Sardy.Field.724676_TMY3,CO,USA,39.22,-106.87,,6B
724695,USA_CO_Aurora-Buckley.Field.ANGB.724695_TMY3,CO,USA,39.72,-104.75,,5B
724699,USA_CO_Boulder.724699_TMY2,CO,USA,40.02,-105.25,,5B
724699,USA_CO_Boulder.724699_TMY2,CO,USA,40.02,-105.25,,5B
724660,USA_CO_Colorado.Springs-Peterson.Field.724660_TMY,CO,USA,38.82,-104.72,,5B
724660,USA_CO_Colorado.Springs-Peterson.Field.724660_TMY,CO,USA,38.82,-104.72,,5B
724660,USA_CO_Colorado.Springs-Peterson.Field.724660_TMY,CO,USA,38.82,-104.72,,5B
724767,USA_CO_Cortez-Montezuma.County.AP.724767_TMY3,CO,USA,37.3,-108.63,,5B
725700,USA_CO_Craig.Moffat.AP.725700_TMY3,CO,USA,40.5,-107.53,,6B
724690,USA_CO_Denver-Stapleton.724690_TMY,CO,USA,39.76,-104.86,,5B
725650,USA_CO_Denver.Intl.AP.725650_TMY3,CO,USA,39.83,-104.65,,5B
724625,USA_CO_Durango-La.Plata.County.AP.724625_TMY3,CO,USA,37.15,-107.75,,5B
724675,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3,CO,USA,39.65,-106.92,,6B
724675,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3,CO,USA,39.65,-106.92,,6B
724675,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3,CO,USA,39.65,-106.92,,6B
724769,USA_CO_Fort.Collins.AWOS.724769_TMY3,CO,USA,40.45,-105.02,,5B
724666,USA_CO_Golden-NREL.724666_TMY3,CO,USA,39.74,-105.18,,5B
724760,USA_CO_Grand.Junction-Walker.Field.724760_TMY,CO,USA,39.12,-108.53,,5B
724760,USA_CO_Grand.Junction-Walker.Field.724760_TMY,CO,USA,39.12,-108.53,,5B
724760,USA_CO_Grand.Junction-Walker.Field.724760_TMY,CO,USA,39.12,-108.53,,5B
724768,USA_CO_Greeley-Weld.County.AWOS.724768_TMY3,CO,USA,40.43,-104.63,,5B
724677,USA_CO_Gunnison.County.AWOS.724677_TMY3,CO,USA,38.53,-106.93,,7
725715,USA_CO_Hayden-Yampa.AWOS.725715_TMY3,CO,USA,40.48,-107.22,,6B
724635,USA_CO_La.Junta.Muni.AP.724635_TMY3,CO,USA,38.05,-103.53,,4B
724636,USA_CO_Lamar.Muni.AP.724636_TMY3,CO,USA,38.07,-102.68,,5A
724673,USA_CO_Leadville-Lake.County.AP.724673_TMY3,CO,USA,39.22,-106.32,,7
724665,USA_CO_Limon.Muni.AP.724665_TMY3,CO,USA,39.18,-103.72,,5B
724765,USA_CO_Montrose.County.AP.724765_TMY3,CO,USA,38.5,-107.9,,5B
724640,USA_CO_Pueblo.Mem.AP.724640_TMY3,CO,USA,38.28,-104.5,,4B
724640,USA_CO_Pueblo.Mem.AP.724640_TMY3,CO,USA,38.28,-104.5,,4B
724640,USA_CO_Pueblo.Mem.AP.724640_TMY3,CO,USA,38.28,-104.5,,4B
725717,USA_CO_Rifle-Garfield.County.Rgnl.AP.725717_TMY3,CO,USA,39.53,-107.72,,5B
724645,USA_CO_Trinidad-Las.Animas.County.AP.724645_TMY3,CO,USA,37.27,-104.33,,4B
725040,USA_CT_Bridgeport.725040_TMY2,CT,USA,41.17,-73.13,,5A
725040,USA_CT_Bridgeport.725040_TMY2,CT,USA,41.17,-73.13,,5A
725086,USA_CT_Danbury.Muni.AP.725086_TMY3,CT,USA,41.37,-73.48,,5A
725046,USA_CT_Groton-New.London.AP.725046_TMY3,CT,USA,41.33,-72.05,,5A
725080,USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3,CT,USA,41.93,-72.68,,5A
725080,USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3,CT,USA,41.93,-72.68,,5A
725087,USA_CT_Hartford-Brainard.Field.725087_TMY3,CT,USA,41.73,-72.65,,4A
725087,USA_CT_Hartford-Brainard.Field.725087_TMY3,CT,USA,41.73,-72.65,,4A
725045,USA_CT_New.Haven-Tweed.AP.725045_TMY3,CT,USA,41.27,-72.88,,4A
725029,USA_CT_Oxford.AWOS.725029_TMY3,CT,USA,41.48,-73.13,,5A
724088,USA_DE_Dover.AFB.724088_TMY3,DE,USA,39.13,-75.47,,4A
724089,USA_DE_Wilmington.724089_TMY2,DE,USA,39.67,-75.6,,4A
724089,USA_DE_Wilmington.724089_TMY2,DE,USA,39.67,-75.6,,4A
724089,USA_DE_Wilmington.724089_TMY2,DE,USA,39.67,-75.6,,4A
722200,USA_FL_Apalachicola.722200_TMY,FL,USA,29.73,-85.03,,2A
722215,USA_FL_Crestview-Bob.Sikes.AP.722215_TMY3,FL,USA,30.78,-86.52,,3A
722056,USA_FL_Daytona.Beach.Intl.AP.722056_TMY3,FL,USA,29.18,-81.07,,2A
722056,USA_FL_Daytona.Beach.Intl.AP.722056_TMY3,FL,USA,29.18,-81.07,,2A
722056,USA_FL_Daytona.Beach.Intl.AP.722056_TMY3,FL,USA,29.18,-81.07,,2A
722039,USA_FL_Fort.Lauderdale.Executive.AP.722039_TMY3,FL,USA,26.2,-80.17,,1A
722025,USA_FL_Fort.Lauderdale.Intl.AP.722025_TMY3,FL,USA,26.07,-80.15,,1A
722106,USA_FL_Fort.Myers-Page.Field.722106_TMY3,FL,USA,26.58,-81.87,,1A
722103,USA_FL_Fort.Pierce-St.Lucie.County.AP.722103_TMY3,FL,USA,27.48,-80.37,,2A
747770,USA_FL_Fort.Walton.Beach-Hurlburt.Field.747770_TMY3,FL,USA,30.42,-86.68,,2A
722146,USA_FL_Gainesville.Rgnl.AP.722146_TMY3,FL,USA,29.7,-82.28,,2A
722026,USA_FL_Homestead.AFB.722026_TMY3,FL,USA,25.48,-80.38,,1A
722068,USA_FL_Jacksonville-Craig.Field.722068_TMY3,FL,USA,30.33,-81.52,,2A
722060,USA_FL_Jacksonville.Intl.AP.722060_TMY,FL,USA,30.5,-81.7,,2A
722060,USA_FL_Jacksonville.Intl.AP.722060_TMY,FL,USA,30.5,-81.7,,2A
722060,USA_FL_Jacksonville.Intl.AP.722060_TMY,FL,USA,30.5,-81.7,,2A
722065,USA_FL_Jacksonville.NAS.722065_TMY3,FL,USA,30.23,-81.67,,2A
