WMO,Location,State,Country,Latitude,Longitude,Elevation,ClimateZone
162610,ITA_Foggia.162610_IGDG,,ITA,41.42,15.53,,3C
164530,ITA_Gela.164530_IGDG,,ITA,37.08,14.22,,3A
161200,ITA_Genova.161200_IWEC,,ITA,44.42,8.85,,3C
161200,ITA_Genova.161200_IWEC,,ITA,44.42,8.85,,3C
163120,ITA_Gioia.del.Colle.163120_IGDG,,ITA,40.77,16.93,,4A
162060,ITA_Grosseto.162060_IGDG,,ITA,42.75,11.07,,3C
163320,ITA_Lecce.163320_IGDG,,ITA,40.23,18.15,,3C
164200,ITA_Messina.164200_IWEC,,ITA,38.2,15.55,,3A
164200,ITA_Messina.164200_IWEC,,ITA,38.2,15.55,,3A
160660,ITA_Milano-Malpensa.160660_IGDG,,ITA,45.62,8.73,,4A
160800,ITA_Milano-Linate.160800_IGDG,,ITA,45.43,9.28,,4A
160660,ITA_Milano-Malpensa.160660_IGDG,,ITA,45.62,8.73,,4A
161340,ITA_Monte.Cimone.161340_IGDG,,ITA,44.2,10.7,,7
162190,ITA_Monte.Terminillo.162190_IGDG,,ITA,42.47,12.98,,6A
162890,ITA_Napoli-Capodichino.162890_IGDG,,ITA,40.85,14.3,,3C
162890,ITA_Napoli-Capodichino.162890_IGDG,,ITA,40.85,14.3,,3C
160640,ITA_Novara-Cameri.160640_IGDG,,ITA,45.65,8.67,,4A
165310,ITA_Olbia-Costa.Smeralda.165310_IGDG,,ITA,40.93,8.5,,3C
160220,ITA_Paganella.160220_IGDG,,ITA,46.15,11.03,,7
164000,ITA_Ustica.164000_IGDG,,ITA,38.7,13.18,,3C
164050,ITA_Palermo-Punta.Raisi.164050_IGDG,,ITA,38.18,13.1,,3A
164050,ITA_Palermo-Punta.Raisi.164050_IGDG,,ITA,38.18,13.1,,3A
161300,ITA_Parma.161300_IGDG,,ITA,44.48,10.19,,4A
164700,ITA_Patelleria.164700_IGDG,,ITA,36.82,11.97,,3A
161810,ITA_Perugia.161810_IGDG,,ITA,43.08,12.5,,4A
162300,ITA_Pescara.162300_IGDG,,ITA,42.85,14.2,,3C
160840,ITA_Piacenza.160840_IGDG,,ITA,44.92,9.73,,4A
161580,ITA_Pisa-S.Gusto.161580_IGDG,,ITA,43.67,10.38,,3C
161580,ITA_Pisa-S.Gusto.161580_IGDG,,ITA,43.67,10.38,,3C
162800,ITA_Ponza.162800_IGDG,,ITA,40.92,12.95,,3C
163000,ITA_Potenza.163000_IGDG,,ITA,40.63,15.8,,4A
162450,ITA_Pratica.di.Mare.162450_IGDG,,ITA,41.65,12.6,,3C
161490,ITA_Rimini.161490_IGDG,,ITA,44.03,12.62,,4A
162390,ITA_Roma-Ciampino.162390_IGDG,,ITA,41.8,12.58,,3C
162420,ITA_Roma-Fiumicino.162420_IGDG,,ITA,41.8,12.23,,3C
162420,ITA_Roma-Fiumicino.162420_IGDG,,ITA,41.8,12.23,,3C
163600,ITA_S.Maria.di.Leuca.163600_IGDG,,ITA,39.65,18.35,,3A
161530,ITA_San.Remo.161530_IGDG,,ITA,43.95,8.17,,3C
163250,ITA_Taranto.163250_IGDG,,ITA,40.43,16.88,,3A
160400,ITA_Tarvisio.160400_IGDG,,ITA,46.5,13.58,,6A
160590,ITA_Torino-Caselle.160590_IGDG,,ITA,45.18,7.65,,4A
160590,ITA_Torino-Caselle.160590_IGDG,,ITA,45.18,7.65,,4A
164290,ITA_Trapani-Birgi.164290_IGDG,,ITA,37.92,12.5,,3A
160980,ITA_Treviso-Istrana.160980_IGDG,,ITA,45.68,12.1,,4A
160990,ITA_Treviso-S.Angelo.160990_IGDG,,ITA,45.65,12.18,,4A
161100,ITA_Trieste.161100_IGDG,,ITA,45.65,13.75,,3C
160440,ITA_Udine-Campoformido.160440_IGDG,,ITA,46.03,13.18,,4A
164000,ITA_Ustica.164000_IGDG,,ITA,38.7,13.18,,3C
161050,ITA_Venezia-Tessera.161050_IGDG,,ITA,45.5,12.33,,4A
161050,ITA_Venezia-Tessera.161050_IGDG,,ITA,45.5,12.33,,4A
160900,ITA_Verona-Villafranca.160900_IGDG,,ITA,45.38,10.87,,4A
160940,ITA_Vicenza.160940_IGDG,,ITA,45.57,11.52,,4A
266290,LTU_Kaunas.266290_IWEC,,LTU,54.88,23.88,,6A
062400,NLD_Amsterdam.062400_IWEC,,NLD,52.3,4.77,,4A
063800,NLD_Beek.063800_IWEC,,NLD,50.92,5.78,,4A
062800,NLD_Groningen.062800_IWEC,,NLD,53.13,6.58,,5C
013110,NOR_Bergen.013110_IWEC,,NOR,60.3,5.22,,5C
014880,NOR_Oslo.Fornebu.014880_IWEC,,NOR,59.9,10.62,,6A
122950,POL_Bialystok.122950_IMGW,,POL,53,23.25,,6A
126000,POL_Bielsko.Biala.126000_IMGW,,POL,49.67,19.25,,5A
122400,POL_Bydgoszcz.122400_IMGW,,POL,53.15,18,,5A
122350,POL_Chojnice.122350_IMGW,,POL,53.7,17.57,,6A
125500,POL_Czestochowa.125500_IMGW,,POL,50.75,19,,5A
121600,POL_Elblag.121600_IMGW,,POL,54.15,19.43,,5A
121400,POL_Gdansk.Port.Polnocny.121400_IMGW,,POL,54.35,18.63,,5C
123000,POL_Gorzow.Wlkp.123000_IMGW,,POL,52.73,15.23,,5C
121350,POL_Hel.121350_IMGW,,POL,54.62,18.78,,5A
125000,POL_Jelenia.Gora.125000_IMGW,,POL,50.9,15.73,,5A
124350,POL_Kalisz.124350_IMGW,,POL,51.75,18.08,,5A
126500,POL_Kasprowy.Wierch.126500_IMGW,,POL,49.28,19.97,,7
125600,POL_Katowice.125600_IMGW,,POL,50.23,19.03,,5A
121850,POL_Ketrzyn.121850_IMGW,,POL,54.08,21.38,,5A
125700,POL_Kielce.125700_IMGW,,POL,50.83,20.67,,5A
125200,POL_Klodzko.125200_IMGW,,POL,50.43,16.65,,5A
123450,POL_Kolo.123450_IMGW,,POL,52.18,18.62,,5A
121000,POL_Kolobrzeg.121000_IMGW,,POL,54.18,15.58,,5C
121000,POL_Kolobrzeg.121000_IMGW,,POL,54.18,15.58,,5C
121050,POL_Koszalin.121050_IMGW,,POL,54.2,16.18,,5A
125660,POL_Krakow.125660_IWEC,,POL,50.08,19.8,,5A
125660,POL_Krakow.125660_IWEC,,POL,50.08,19.8,,5A
126700,POL_Krosno.126700_IMGW,,POL,49.68,21.78,,5A
121200,POL_Leba.121200_IMGW,,POL,54.75,17.55,,5A
121250,POL_Lebork.121250_IMGW,,POL,54.55,17.75,,5A
124150,POL_Legnica.124150_IMGW,,POL,51.2,16.2,,5A
126900,POL_Lesko.126900_IMGW,,POL,49.45,22.32,,5A
124180,POL_Leszno.124180_IMGW,,POL,51.83,16.53,,5A
124650,POL_Lodz.124650_IMGW,,POL,51.75,19.47,,5A
124950,POL_Lublin.Radawiec.124950_IMGW,,POL,51.25,22.5,,5A
122800,POL_Mikolajki.122800_IMGW,,POL,53.8,21.58,,6A
122700,POL_Mlawa.122700_IMGW,,POL,53.12,20.38,,5A
126600,POL_Nowy.Sacz.126600_IMGW,,POL,49.58,20.5,,5C
122720,POL_Olsztyn.122720_IMGW,,POL,53.78,20.48,,6A
125300,POL_Opole.125300_IMGW,,POL,50.67,17.95,,5A
122850,POL_Ostroleka.122850_IMGW,,POL,51.17,19.13,,5A
122300,POL_Pila.122300_IMGW,,POL,53.15,16.75,,5A
123600,POL_Plock.123600_IMGW,,POL,52.55,19.7,,5A
123300,POL_Poznan.123300_IWEC,,POL,52.42,16.83,,5A
123300,POL_Poznan.123300_IWEC,,POL,52.42,16.83,,5A
126950,POL_Przemysl.126950_IMGW,,POL,49.78,22.78,,5A
125400,POL_Raciborz.125400_IMGW,,POL,50.08,18.2,,5A
122100,POL_Resko.122100_IMGW,,POL,53.72,15.12,,5A
125800,POL_Rzeszow.Jasionka.125800_IMGW,,POL,50.1,22.02,,5A
125850,POL_Sandomierz.125850_IMGW,,POL,50.68,21.75,,5A
123850,POL_Siedlce.123850_IMGW,,POL,52.17,22.3,,5A
123100,POL_Slubice.123100_IMGW,,POL,52.35,14.58,,5A
125100,POL_Sniezka.125100_IMGW,,POL,50.74,15.73,,7
124690,POL_Sulejow.124690_IMGW,,POL,51.37,19.88,,5A
121950,POL_Suwalki.121950_IMGW,,POL,54.1,22.93,,6A
122000,POL_Swinoujscie.122000_IMGW,,POL,53.92,14.25,,5C
122050,POL_Szczecin.122050_IMGW,,POL,53.4,14.67,,5A
122150,POL_Szczecinek.122150_IMGW,,POL,53.72,16.7,,5A
125750,POL_Tarnow.125750_IMGW,,POL,50.02,20.98,,5A
123990,POL_Terespol.123990_IMGW,,POL,52.08,23.57,,5A
122500,POL_Torun.122500_IMGW,,POL,51.1,23.08,,5A
121150,POL_Ustka.121150_IMGW,,POL,54.58,16.85,,5A
123750,POL_Warszawa.Okecie.123750_IMGW,,POL,52.25,21,,5A
123750,POL_Warszawa.Okecie.123750_IMGW,,POL,52.25,21,,5A
124550,POL_Wielun.124550_IMGW,,POL,51.22,18.55,,5A
124970,POL_Wlodawa.124970_IMGW,,POL,51.55,23.55,,5A
124240,POL_Wroclaw.124240_IMGW,,POL,51.1,17.03,,5A
126250,POL_Zakopane.126250_IMGW,,POL,49.3,19.97,,6A
125950,POL_Zamosc.125950_IMGW,,POL,50.75,23.25,,5A
124000,POL_Zielona.Gora.124000_IMGW,,POL,51.93,15.5,,5A
085750,PRT_Braganca.085750_IWEC,,PRT,41.8,-6.73,,4A
085490,PRT_Coimbra.085490_IWEC,,PRT,40.2,-8.42,,3C
085570,PRT_Evora.085570_IWEC,,PRT,38.57,-7.9,,3C
085540,PRT_Faro.085540_IWEC,,PRT,37.02,-7.97,,3A
085210,PRT_Funchal.Madeira-Islands.085210_INETI,,PRT,32.65,-16.92,,3A
085090,PRT_Lajes.085090_IWEC,,PRT,38.77,-27.1,,3A
085360,PRT_Lisboa.085360_INETI,,PRT,38.73,-9.15,,3C
085450,PRT_Porto.085450_IWEC,,PRT,41.23,-8.68,,3C
154200,ROU_Bucharest.154200_IWEC,,ROU,44.5,26.13,,5A
151200,ROU_Cluj-Napoca.151200_IWEC,,ROU,46.78,23.57,,5A
154800,ROU_Constanta.154800_IWEC,,ROU,44.22,28.63,,4A
154500,ROU_Craiova.154500_IWEC,,ROU,44.23,23.87,,4A
153100,ROU_Galati.153100_IWEC,,ROU,45.5,28.02,,4A
152470,ROU_Timisoara.152470_IWEC,,ROU,45.77,21.25,,4A
225500,RUS_Arkhangelsk.225500_IWEC,,RUS,64.53,40.47,,7
276120,RUS_Moscow.276120_IWEC,,RUS,55.75,37.63,,6A
260630,RUS_Saint-Petersburg.260630_IWEC,,RUS,59.97,30.3,,6A
289000,RUS_Samara.289000_IWEC,,RUS,53.25,50.45,,6A
132720,SRB_Belgrade.132720_IWEC,,SRB,44.82,20.28,,4A
134620,SRB_Podgorica.134620_IWEC,,SRB,42.37,19.25,,3C
118160,SVK_Bratislava.118160_IWEC,,SVK,48.2,17.2,,5A
119680,SVK_Kosice.119680_IWEC,,SVK,48.7,21.27,,5A
130140,SVN_Ljubljana.130140_IWEC,,SVN,46.22,14.48,,5A
025260,SWE_Goteborg.Landvetter.025260_IWEC,,SWE,57.67,12.3,,6A
024180,SWE_Karlstad.024180_IWEC,,SWE,59.37,13.47,,6A
020440,SWE_Kiruna.020440_IWEC,,SWE,67.82,20.33,,7
022260,SWE_Ostersund.Froson.022260_IWEC,,SWE,63.18,14.5,,7
024600,SWE_Stockholm.Arlanda.024600_IWEC,,SWE,59.65,17.95,,6A
400800,SYR_Damascus.400800_IWEC,,SYR,33.42,36.52,,3B
171280,TUR_Ankara.171280_IWEC,,TUR,40.12,32.98,,5A
170600,TUR_Istanbul.170600_IWEC,,TUR,40.97,28.82,,3C
172180,TUR_Izmir.172180_IWEC,,TUR,38.5,27.02,,3A
333450,UKR_Kiev.333450_IWEC,,UKR,50.4,30.45,,5A
338370,UKR_Odessa.338370_IWEC,,UKR,46.45,30.7,,5A
785830,BLZ_Belize.785830_SWERA,,BLZ,17.53,-88.3,,1A
718770,CAN_AB_Calgary.718770_CWEC,AB,CAN,51.12,-114.02,,7
711230,CAN_AB_Edmonton.711230_CWEC,AB,CAN,53.53,-114.1,,7
719320,CAN_AB_Fort.McMurray.719320_CWEC,AB,CAN,56.65,-111.22,,7
719400,CAN_AB_Grande.Prairie.719400_CWEC,AB,CAN,55.18,-118.88,,7
712430,CAN_AB_Lethbridge.712430_CWEC,AB,CAN,49.63,-112.8,,6B
718720,CAN_AB_Medicine.Hat.718720_CWEC,AB,CAN,50.02,-110.72,,6B
711080,CAN_BC_Abbotsford.711080_CWEC,BC,CAN,49.03,-122.37,,5C
718930,CAN_BC_Comox.718930_CWEC,BC,CAN,49.72,-124.9,,5C
718800,CAN_BC_Cranbrook.718800_CWEC,BC,CAN,49.6,-115.78,,6A
719430,CAN_BC_Fort.St.John.719430_CWEC,BC,CAN,56.23,-120.73,,7
718870,CAN_BC_Kamloops.718870_CWEC,BC,CAN,50.7,-120.45,,5B
711090,CAN_BC_Port.Hardy.711090_CWEC,BC,CAN,50.68,-127.37,,5C
718960,CAN_BC_Prince.George.718960_CWEC,BC,CAN,53.88,-122.68,,7
718980,CAN_BC_Prince.Rupert.718980_CWEC,BC,CAN,54.3,-130.43,,6A
711010,CAN_BC_Sandspit.711010_CWEC,BC,CAN,53.25,-131.82,,5C
719500,CAN_BC_Smithers.719500_CWEC,BC,CAN,54.82,-127.18,,7
717680,CAN_BC_Summerland.717680_CWEC,BC,CAN,49.57,-119.65,,5A
718920,CAN_BC_Vancouver.718920_CWEC,BC,CAN,49.18,-123.17,,5C
717990,CAN_BC_Victoria.717990_CWEC,BC,CAN,48.65,-123.43,,5C
711400,CAN_MB_Brandon.711400_CWEC,MB,CAN,49.92,-99.95,,7
719130,CAN_MB_Churchill.719130_CWEC,MB,CAN,58.75,-94.07,,8
718670,CAN_MB_The.Pas.718670_CWEC,MB,CAN,53.97,-101.1,,7
718520,CAN_MB_Winnipeg.718520_CWEC,MB,CAN,49.9,-97.23,,7
717000,CAN_NB_Fredericton.717000_CWEC,NB,CAN,45.87,-66.53,,6A
717440,CAN_NB_Miramichi.717440_CWEC,NB,CAN,47.02,-65.45,,6A
716090,CAN_NB_Saint.John.716090_CWEC,NB,CAN,45.32,-65.88,,6A
718170,CAN_NF_Battle.Harbour.718170_CWEC,NF,CAN,52.3,-55.83,,7
718030,CAN_NF_Gander.718030_CWEC,NF,CAN,48.95,-54.57,,7
718160,CAN_NF_Goose.718160_CWEC,NF,CAN,53.32,-60.37,,7
718010,CAN_NF_St.Johns.718010_CWEC,NF,CAN,47.62,-52.73,,6A
718150,CAN_NF_Stephenville.718150_CWEC,NF,CAN,48.53,-58.55,,6A
713970,CAN_NS_Greenwood.713970_CWEC,NS,CAN,44.98,-64.92,,6A
716000,CAN_NS_Sable.Island.716000_CWEC,NS,CAN,43.93,-60.02,,5A
716010,CAN_NS_Shearwater.716010_CWEC,NS,CAN,44.63,-63.5,,6A
717070,CAN_NS_Sydney.717070_CWEC,NS,CAN,46.17,-60.05,,6A
713980,CAN_NS_Truro.713980_CWEC,NS,CAN,45.37,-63.27,,6A
719570,CAN_NT_Inuvik.719570_CWEC,NT,CAN,68.3,-133.48,,8
719360,CAN_NT_Yellowknife.719360_CWEC,NT,CAN,62.47,-114.45,,8
719240,CAN_NU_Resolute.719240_CWEC,NU,CAN,74.72,-94.98,,8
716200,CAN_ON_Kingston.716200_CWEC,ON,CAN,44.22,-76.6,,6A
716230,CAN_ON_London.716230_CWEC,ON,CAN,43.03,-81.15,,6A
716310,CAN_ON_Mount.Forest.716310_CWEC,ON,CAN,43.98,-80.75,,6A
716300,CAN_ON_Muskoka.716300_CWEC,ON,CAN,44.97,-79.3,,6A
717310,CAN_ON_North.Bay.717310_CWEC,ON,CAN,46.35,-79.43,,7
716280,CAN_ON_Ottawa.716280_CWEC,ON,CAN,45.32,-75.67,,6A
712600,CAN_ON_Sault.Ste.Marie.712600_CWEC,ON,CAN,46.48,-84.52,,6A
715270,CAN_ON_Simcoe.715270_CWEC,ON,CAN,42.85,-80.27,,6A
717490,CAN_ON_Thunder.Bay.717490_CWEC,ON,CAN,48.37,-89.32,,7
717390,CAN_ON_Timmins.717390_CWEC,ON,CAN,48.57,-81.37,,7
716240,CAN_ON_Toronto.716240_CWEC,ON,CAN,43.67,-79.63,,6A
716210,CAN_ON_Trenton.716210_CWEC,ON,CAN,44.12,-77.53,,6A
715380,CAN_ON_Windsor.715380_CWEC,ON,CAN,42.27,-82.97,,5A
717060,CAN_PE_Charlottetown.717060_CWEC,PE,CAN,46.28,-63.13,,6A
717270,CAN_PQ_Bagotville.717270_CWEC,PQ,CAN,48.33,-71,,7
711870,CAN_PQ_Baie.Comeau.711870_CWEC,PQ,CAN,49.13,-68.2,,7
719050,CAN_PQ_Kuujjuarapik.719050_CWEC,PQ,CAN,55.28,-77.77,,8
719060,CAN_PQ_Kuujuaq.719060_CWEC,PQ,CAN,58.1,-68.42,,8
718270,CAN_PQ_La.Grande.Riviere.718270_CWEC,PQ,CAN,53.63,-77.7,,8
714210,CAN_PQ_Lake.Eon.714210_CWEC,PQ,CAN,51.87,-63.28,,8
717180,CAN_PQ_Mont.Joli.717180_CWEC,PQ,CAN,48.6,-68.22,,7
716270,CAN_PQ_Montreal.Intl.AP.716270_CWEC,PQ,CAN,45.47,-73.75,,6A
716278,CAN_PQ_Montreal.Mirabel.716278_CWEC,PQ,CAN,45.68,-74.03,,6A
716278,CAN_PQ_Montreal.Mirabel.716278_CWEC,PQ,CAN,45.68,-74.03,,6A
717140,CAN_PQ_Quebec.717140_CWEC,PQ,CAN,46.8,-71.38,,6A
717150,CAN_PQ_Riviere.du.Loup.717150_CWEC,PQ,CAN,47.8,-69.55,,7
717280,CAN_PQ_Roberval.717280_CWEC,PQ,CAN,48.52,-72.27,,7
718280,CAN_PQ_Schefferville.718280_CWEC,PQ,CAN,54.8,-66.82,,8
718110,CAN_PQ_Sept-Iles.718110_CWEC,PQ,CAN,50.22,-66.27,,7
716100,CAN_PQ_Sherbrooke.716100_CWEC,PQ,CAN,45.43,-71.68,,7
713710,CAN_PQ_St.Hubert.713710_CWEC,PQ,CAN,45.52,-73.42,,6A
717200,CAN_PQ_Ste.Agathe.des.Monts.717200_CWEC,PQ,CAN,46.05,-74.28,,7
717250,CAN_PQ_Val.d.Or.717250_CWEC,PQ,CAN,48.07,-77.78,,7
718620,CAN_SK_Estevan.718620_CWEC,SK,CAN,49.22,-102.97,,7
718760,CAN_SK_North.Battleford.718760_CWEC,SK,CAN,52.77,-108.25,,7
718630,CAN_SK_Regina.718630_CWEC,SK,CAN,50.43,-104.67,,7
718660,CAN_SK_Saskatoon.718660_CWEC,SK,CAN,52.17,-106.68,,7
718700,CAN_SK_Swift.Current.718700_CWEC,SK,CAN,50.28,-107.68,,7
719640,CAN_YT_Whitehorse.719640_CWEC,YT,CAN,60.72,-135.07,,7
783180,CUB_Bahia.Honda.783180_SWERA,,CUB,22.9,-83.15,,1A
783550,CUB_Camaguey.783550_SWERA,,CUB,21.4,-77.85,,1A
783250,CUB_Casa.Blanca.783250_SWERA,,CUB,23.17,-82.35,,1A
783440,CUB_Cienfuegos.783440_SWERA,,CUB,22.13,-80.45,,1A
783670,CUB_Guantanamo.Bay.NAS.783670_SWERA,,CUB,19.9,-75.22,,1A
783670,CUB_Guantanamo.Bay.NAS.783670_SWERA,,CUB,19.9,-75.22,,1A
782240,CUB_Havana.782240_IWEC,,CUB,22.98,-82.4,,1A
782240,CUB_Havana.782240_IWEC,,CUB,22.98,-82.4,,1A
783110,CUB_La.Bajada.783110_SWERA,,CUB,21.92,-84.47,,1A
783210,CUB_La.Fe.783210_SWERA,,CUB,21.73,-82.77,,1A
783170,CUB_Paso.Real.de.San.Diego.783170_SWERA,,CUB,22.57,-83.3,,1A
783150,CUB_Pinar.del.Rio.783150_SWERA,,CUB,22.42,-83.68,,1A
783330,CUB_Playa.Giron.783330_SWERA,,CUB,22.07,-81.03,,1A
783580,CUB_Puerto.Padre.783580_SWERA,,CUB,21.2,-76.6,,1A
783690,CUB_Punta.de.Maisi.783690_SWERA,,CUB,20.25,-74.15,,1A
783490,CUB_Sancti.Spiritus.783490_SWERA,,CUB,21.93,-79.45,,1A
782640,CUB_Santiago.de.Cuba.782640_SWERA,,CUB,19.97,-75.85,,1A
783380,CUB_Saua.la.Grande.783380_SWERA,,CUB,22.82,-80.08,,1A
783270,CUB_Union.de.Reyes.783270_SWERA,,CUB,22.77,-81.53,,1A
782290,CUB_Varadero.782290_SWERA,,CUB,23.13,-81.28,,1A
786150,GTM_Flores.786150_SWERA,,GTM,16.92,-89.88,,1A
786410,GTM_Guatemala-La.Aurora.786410_SWERA,,GTM,14.58,-90.52,,3A
786270,GTM_Huehuetenango.786270_SWERA,,GTM,15.32,-91.47,,3A
786370,GTM_Puerto.Barrios.786370_SWERA,,GTM,15.72,-88.6,,1A
786470,GTM_San.Jose.786470_SWERA,,GTM,13.92,-90.82,,1A
787000,HND_Amapala.787000_SWERA,,HND,13.28,-87.67,,1A
787140,HND_Catacamas.787140_SWERA,,HND,14.9,-85.93,,1A
787240,HND_Choluteca.787240_SWERA,,HND,13.3,-87.18,,1B
787050,HND_La.Ceiba-Goloson.787050_SWERA,,HND,15.73,-86.87,,1A
787080,HND_La.Mesa-San.Pedro.Sula.787080_SWERA,,HND,15.45,-87.93,,1A
787110,HND_Puerto.Lempira.787110_SWERA,,HND,15.22,-83.8,,1A
787170,HND_Santa.Rosa.de.Copan.787170_SWERA,,HND,14.78,-88.78,,2A
787060,HND_Tela.787060_SWERA,,HND,15.72,-87.48,,1A
768056,MEX_Acapulco.768056_IWEC,,MEX,16.77,-99.75,,1A
766790,MEX_Mexico.City.766790_IWEC,,MEX,19.43,-99.08,,3B
766910,MEX_Veracruz.766910_IWEC,,MEX,19.2,-96.13,,1A
789250,MTQ_Fort-de-France.789250_IWEC,,MTQ,14.6,-61,,1A
787390,NIC_Chinandega.787390_SWERA,,NIC,12.63,-87.13,,1A
787410,NIC_Managua-Augusto.CES.787410_SWERA,,NIC,12.15,-86.17,,1A
787330,NIC_Rivas.787330_SWERA,,NIC,11.42,-85.83,,1A
785140,PRI_Aguadilla-Borinquen.AP.785140_TMY3,,PRI,18.5,-67.13,,1A
785145,PRI_Mayaguez-Eugenio.Maria.de.Hostos.AP.785145_TMY3,,PRI,18.25,-67.15,,1A
785203,PRI_Mercedita.AP.785203_TMY3,,PRI,18,-66.55,,1A
785350,PRI_Roosevelt.Roads.NAS.785350_TMY3,,PRI,18.25,-65.63,,1A
785263,PRI_San.Juan-Luis.Munoz.Marin.Intl.AP.785263_TMY3,,PRI,18.43,-66,,1A
785260,PRI_San.Juan.Intl.AP.785260_TMY3,,PRI,18.42,-66,,1A
785260,PRI_San.Juan.Intl.AP.785260_TMY3,,PRI,18.42,-66,,1A
786500,SLV_Acajutla.786500_SWERA,,SLV,13.57,-89.83,,1A
786630,SLV_San.Salvador-Ilopango.786630_SWERA,,SLV,13.7,-89.12,,
704540,USA_AK_Adak.NAS.704540_TMY,AK,USA,51.88,-176.65,,4C
704540,USA_AK_Adak.NAS.704540_TMY,AK,USA,51.88,-176.65,,4C
701718,USA_AK_Ambler.701718_TMY3,AK,USA,67.1,-157.85,,8
701625,USA_AK_Anaktuvuk.Pass.701625_TMY3,AK,USA,68.13,-151.73,,8
702720,USA_AK_Anchorage-Elmendorf.AFB.702720_TMY3,AK,USA,61.25,-149.8,,6A
702725,USA_AK_Anchorage-Lake.Hood.Seaplane.Base.702725_TMY3,AK,USA,61.18,-149.97,,6A
702735,USA_AK_Anchorage-Merrill.Field.702735_TMY3,AK,USA,61.22,-149.85,,6A
702730,USA_AK_Anchorage.702730_TMY2,AK,USA,61.17,-150.02,,7
702730,USA_AK_Anchorage.702730_TMY2,AK,USA,61.17,-150.02,,7
702320,USA_AK_Aniak.AP.702320_TMY3,AK,USA,61.58,-159.53,,7
703980,USA_AK_Annette.Island.AP.703980_TMY,AK,USA,55.03,-131.57,,5A
703980,USA_AK_Annette.Island.AP.703980_TMY,AK,USA,55.03,-131.57,,5A
703980,USA_AK_Annette.Island.AP.703980_TMY,AK,USA,55.03,-131.57,,5A
702075,USA_AK_Anvik.702075_TMY3,AK,USA,62.65,-160.18,,7
700260,USA_AK_Barrow-W.Post-W.Rogers.AP.700260_TMY3,AK,USA,71.32,-156.62,,8
700260,USA_AK_Barrow-W.Post-W.Rogers.AP.700260_TMY3,AK,USA,71.32,-156.62,,8
702190,USA_AK_Bethel.AP.702190_TMY3,AK,USA,60.78,-161.83,,7
702190,USA_AK_Bethel.AP.702190_TMY3,AK,USA,60.78,-161.83,,7
702190,USA_AK_Bethel.AP.702190_TMY3,AK,USA,60.78,-161.83,,7
701740,USA_AK_Bettles.701740_TMY2,AK,USA,66.92,-151.52,,8
701740,USA_AK_Bettles.701740_TMY2,AK,USA,66.92,-151.52,,8
702670,USA_AK_Big.Delta-Allen.AAF.702670_TMY,AK,USA,64,-145.73,,8
702670,USA_AK_Big.Delta-Allen.AAF.702670_TMY,AK,USA,64,-145.73,,8
702670,USA_AK_Big.Delta-Allen.AAF.702670_TMY,AK,USA,64,-145.73,,8
702986,USA_AK_Big.River.Lake.702986_TMY3,AK,USA,60.82,-152.3,,7
702746,USA_AK_Birchwood.702746_TMY3,AK,USA,61.42,-149.52,,7
702606,USA_AK_Chulitna.702606_TMY3,AK,USA,62.88,-149.83,,7
703160,USA_AK_Cold.Bay.AP.703160_TMY3,AK,USA,55.2,-162.72,,7
703160,USA_AK_Cold.Bay.AP.703160_TMY3,AK,USA,55.2,-162.72,,7
702960,USA_AK_Cordova.702960_TMY3,AK,USA,60.5,-145.5,,6A
700637,USA_AK_Deadhorse.700637_TMY3,AK,USA,70.2,-148.48,,8
703210,USA_AK_Dillingham.AWOS.703210_TMY3,AK,USA,59.05,-158.52,,7
702650,USA_AK_Eielson.AFB.702650_TMY3,AK,USA,64.65,-147.1,,7
702084,USA_AK_Emmonak.702084_TMY3,AK,USA,62.78,-164.5,,7
702610,USA_AK_Fairbanks.Intl.AP.702610_TMY3,AK,USA,64.82,-147.85,,8
702610,USA_AK_Fairbanks.Intl.AP.702610_TMY3,AK,USA,64.82,-147.85,,8
702610,USA_AK_Fairbanks.Intl.AP.702610_TMY3,AK,USA,64.82,-147.85,,8
701940,USA_AK_Fort.Yukon.701940_TMY3,AK,USA,66.57,-145.27,,8
702040,USA_AK_Gambell.702040_TMY3,AK,USA,63.78,-171.75,,8
702710,USA_AK_Gulkana.702710_TMY3,AK,USA,62.15,-145.45,,8
702710,USA_AK_Gulkana.702710_TMY3,AK,USA,62.15,-145.45,,8
702710,USA_AK_Gulkana.702710_TMY3,AK,USA,62.15,-145.45,,8
703670,USA_AK_Gustavus.703670_TMY3,AK,USA,58.42,-135.7,,6A
702495,USA_AK_Hayes.River.702495_TMY3,AK,USA,61.98,-152.08,,7
702647,USA_AK_Healy.River.AP.702647_TMY3,AK,USA,63.88,-149.02,,7
703410,USA_AK_Homer.AP.703410_TMY,AK,USA,59.65,-151.48,,7
703410,USA_AK_Homer.AP.703410_TMY,AK,USA,59.65,-151.48,,7
702607,USA_AK_Hoonah.702607_TMY3,AK,USA,58.08,-135.45,,6A
702186,USA_AK_Hooper.Bay.702186_TMY3,AK,USA,61.52,-166.15,,7
702225,USA_AK_Huslia.702225_TMY3,AK,USA,65.7,-156.38,,8
703884,USA_AK_Hydaburg.Seaplane.Base.703884_TMY3,AK,USA,55.2,-132.83,,5B
703400,USA_AK_Iliamna.AP.703400_TMY3,AK,USA,59.75,-154.92,,7
